face_id,criminal_id,image_path,face_encoding,image_resolution,capture_angle,lighting_condition,facial_expression,beard_status,glasses_status,mask_status,capture_date,source_type,confidence_score
5231,CRM-IND-02140,mock_images/faces/CRM-IND-02140_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2022-04-30,Arrest Photo,0.8986
5232,CRM-IND-02141,mock_images/faces/CRM-IND-02141_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-02-01,Arrest Photo,0.9156
5233,CRM-IND-02142,mock_images/faces/CRM-IND-02142_face_1.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Angry,1,0,0,2022-04-13,Arrest Photo,0.7215
5234,CRM-IND-02142,mock_images/faces/CRM-IND-02142_face_2.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Serious,0,0,0,2025-12-20,Surveillance,0.7039
5235,CRM-IND-02142,mock_images/faces/CRM-IND-02142_face_3.jpg,<128d_vector_blob>,250x250,Left Profile,Bright,Neutral,0,0,0,2025-02-19,Surveillance,0.7092
5236,CRM-IND-02142,mock_images/faces/CRM-IND-02142_face_4.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Serious,1,0,0,2025-08-30,Surveillance,0.7411
5237,CRM-IND-02142,mock_images/faces/CRM-IND-02142_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,1,0,2024-09-15,Arrest Photo,0.86
5238,CRM-IND-02143,mock_images/faces/CRM-IND-02143_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2023-10-14,Arrest Photo,0.7698
5239,CRM-IND-02144,mock_images/faces/CRM-IND-02144_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2023-09-27,Arrest Photo,0.8396
5240,CRM-IND-02145,mock_images/faces/CRM-IND-02145_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,0,0,2025-05-11,Arrest Photo,0.8119
5241,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Fearful,0,0,0,2022-12-19,Social Media,0.6915
5242,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_2.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Angry,1,0,0,2023-06-08,Surveillance,0.6407
5243,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_3.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Angry,0,0,0,2025-08-04,Social Media,0.9238
5244,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_4.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Smiling,0,0,0,2024-09-28,Social Media,0.6842
5245,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_5.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Smiling,0,0,0,2023-02-05,Manual Upload,0.9244
5246,CRM-IND-02146,mock_images/faces/CRM-IND-02146_face_6.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Smiling,0,0,0,2024-07-25,Social Media,0.8198
5247,CRM-IND-02146,mock_images/faces/CRM-IND-02146_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,1,0,2024-09-20,Arrest Photo,0.8373
5248,CRM-IND-02147,mock_images/faces/CRM-IND-02147_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2023-05-03,Arrest Photo,0.7542
5249,CRM-IND-02148,mock_images/faces/CRM-IND-02148_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2025-10-19,Arrest Photo,0.972
5250,CRM-IND-02149,mock_images/faces/CRM-IND-02149_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Serious,1,0,0,2025-04-14,Surveillance,0.5717
5251,CRM-IND-02149,mock_images/faces/CRM-IND-02149_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,1,0,0,2024-04-02,Arrest Photo,0.959
5252,CRM-IND-02150,mock_images/faces/CRM-IND-02150_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2022-11-04,Arrest Photo,0.7542
5253,CRM-IND-02151,mock_images/faces/CRM-IND-02151_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,1,1,0,2022-11-12,Arrest Photo,0.8736
5254,CRM-IND-02152,mock_images/faces/CRM-IND-02152_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2024-03-15,Arrest Photo,0.9037
5255,CRM-IND-02153,mock_images/faces/CRM-IND-02153_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2025-11-24,Arrest Photo,0.8449
5256,CRM-IND-02154,mock_images/faces/CRM-IND-02154_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Fearful,1,1,0,2025-10-01,Surveillance,0.7894
5257,CRM-IND-02154,mock_images/faces/CRM-IND-02154_face_2.jpg,<128d_vector_blob>,250x250,Overhead,Normal,Serious,0,0,0,2023-07-06,Manual Upload,0.7371
5258,CRM-IND-02154,mock_images/faces/CRM-IND-02154_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2022-08-12,Arrest Photo,0.892
5259,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Angry,0,0,0,2025-10-20,Arrest Photo,0.7585
5260,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_2.jpg,<128d_vector_blob>,250x250,Right Profile,Natural daylight,Serious,0,0,1,2025-04-25,Manual Upload,0.6392
5261,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_3.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Serious,1,0,0,2025-12-21,Manual Upload,0.8836
5262,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_4.jpg,<128d_vector_blob>,250x250,Overhead,Low light,Neutral,0,0,0,2023-12-24,Manual Upload,0.8793
5263,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_5.jpg,<128d_vector_blob>,250x250,45-degree Right,Normal,Angry,1,1,0,2024-11-17,CCTV,0.7313
5264,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_6.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Serious,0,1,0,2022-07-03,CCTV,0.8711
5265,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_7.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Serious,0,0,0,2024-12-12,Manual Upload,0.5713
5266,CRM-IND-02155,mock_images/faces/CRM-IND-02155_face_8.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Angry,1,0,0,2024-06-22,Surveillance,0.7761
5267,CRM-IND-02155,mock_images/faces/CRM-IND-02155_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-02-22,Arrest Photo,0.9459
5268,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Natural daylight,Fearful,0,0,0,2025-03-30,Social Media,0.56
5269,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_10.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Fearful,0,0,0,2025-12-04,Arrest Photo,0.5702
5270,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_11.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Serious,0,0,0,2023-07-31,Arrest Photo,0.683
5271,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Angry,0,0,0,2024-01-30,Arrest Photo,0.8971
5272,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_3.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Neutral,0,1,1,2023-01-21,CCTV,0.6612
5273,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_4.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Serious,0,0,0,2024-07-16,Social Media,0.7256
5274,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_5.jpg,<128d_vector_blob>,250x250,Left Profile,Bright,Fearful,0,1,0,2025-11-18,Arrest Photo,0.787
5275,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_6.jpg,<128d_vector_blob>,250x250,Front,Normal,Serious,0,1,0,2023-12-28,CCTV,0.8194
5276,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_7.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Smiling,0,0,0,2024-12-16,Manual Upload,0.8833
5277,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_8.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Smiling,0,0,0,2024-08-01,Arrest Photo,0.6946
5278,CRM-IND-02156,mock_images/faces/CRM-IND-02156_face_9.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Neutral,0,0,0,2024-07-27,Social Media,0.6897
5279,CRM-IND-02156,mock_images/faces/CRM-IND-02156_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2022-08-10,Arrest Photo,0.9715
5280,CRM-IND-02157,mock_images/faces/CRM-IND-02157_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,1,0,0,2022-05-02,Arrest Photo,0.7662
5281,CRM-IND-02158,mock_images/faces/CRM-IND-02158_face_1.jpg,<128d_vector_blob>,250x250,45-degree Left,Bright,Angry,1,1,0,2023-04-01,Social Media,0.6652
5282,CRM-IND-02158,mock_images/faces/CRM-IND-02158_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,1,0,0,2023-07-12,Arrest Photo,0.9382
5283,CRM-IND-02159,mock_images/faces/CRM-IND-02159_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Artificial,Fearful,0,0,0,2022-11-30,Manual Upload,0.6887
5284,CRM-IND-02159,mock_images/faces/CRM-IND-02159_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-07-09,Arrest Photo,0.9858
5285,CRM-IND-02160,mock_images/faces/CRM-IND-02160_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-05-07,Arrest Photo,0.9477
5286,CRM-IND-02161,mock_images/faces/CRM-IND-02161_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2022-02-08,Arrest Photo,0.9235
5287,CRM-IND-02162,mock_images/faces/CRM-IND-02162_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,1,0,2024-05-26,Arrest Photo,0.8308
5288,CRM-IND-02163,mock_images/faces/CRM-IND-02163_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,0,0,2024-08-08,Arrest Photo,0.9678
5289,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_1.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Smiling,0,0,0,2022-10-09,Arrest Photo,0.7657
5290,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_10.jpg,<128d_vector_blob>,250x250,Left Profile,Normal,Angry,1,0,0,2023-03-19,Arrest Photo,0.5806
5291,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_11.jpg,<128d_vector_blob>,250x250,Front,Low light,Fearful,1,1,0,2023-07-12,Social Media,0.8667
5292,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_12.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Neutral,1,1,0,2025-02-11,Arrest Photo,0.8042
5293,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_13.jpg,<128d_vector_blob>,250x250,45-degree Right,Normal,Angry,0,0,0,2022-01-12,Arrest Photo,0.6567
5294,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_14.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Smiling,0,1,0,2023-10-10,Social Media,0.7636
5295,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Fearful,0,0,0,2025-02-26,Manual Upload,0.6229
5296,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_3.jpg,<128d_vector_blob>,250x250,45-degree Right,Bright,Serious,0,0,0,2025-02-13,Arrest Photo,0.944
5297,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_4.jpg,<128d_vector_blob>,250x250,Front,Normal,Angry,1,0,0,2024-07-15,Arrest Photo,0.5576
5298,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_5.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Fearful,0,0,0,2022-05-04,CCTV,0.9263
5299,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_6.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Neutral,0,1,0,2022-11-02,Social Media,0.829
5300,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_7.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Fearful,0,0,0,2022-07-09,Manual Upload,0.6974
5301,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_8.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Angry,0,0,0,2024-06-30,Manual Upload,0.9421
5302,CRM-IND-02164,mock_images/faces/CRM-IND-02164_face_9.jpg,<128d_vector_blob>,250x250,Left Profile,Low light,Smiling,0,0,0,2023-07-12,Surveillance,0.9389
5303,CRM-IND-02164,mock_images/faces/CRM-IND-02164_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2023-02-25,Arrest Photo,0.8009
5304,CRM-IND-02165,mock_images/faces/CRM-IND-02165_mugshot.jpg,<128d_vector_blob>,250x250,Front,Artificial,Neutral,0,0,0,2023-04-13,Arrest Photo,0.7987
5305,CRM-IND-02166,mock_images/faces/CRM-IND-02166_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2022-10-31,Arrest Photo,0.9082
5306,CRM-IND-02167,mock_images/faces/CRM-IND-02167_mugshot.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,0,0,2024-05-02,Arrest Photo,0.7994
5307,CRM-IND-02168,mock_images/faces/CRM-IND-02168_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2024-12-19,Arrest Photo,0.7928
5308,CRM-IND-02169,mock_images/faces/CRM-IND-02169_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2022-01-27,Arrest Photo,0.8835
5309,CRM-IND-02170,mock_images/faces/CRM-IND-02170_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,1,0,2023-03-21,Arrest Photo,0.8605
5310,CRM-IND-02171,mock_images/faces/CRM-IND-02171_mugshot.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,1,0,0,2023-05-08,Arrest Photo,0.8198
5311,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_1.jpg,<128d_vector_blob>,250x250,Overhead,Normal,Angry,1,0,0,2024-05-13,Surveillance,0.9474
5312,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_2.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Angry,1,0,1,2024-06-01,Social Media,0.6356
5313,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_3.jpg,<128d_vector_blob>,250x250,Right Profile,Artificial,Smiling,0,0,0,2023-04-29,Manual Upload,0.734
5314,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_4.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Smiling,0,1,0,2025-03-13,Social Media,0.6776
5315,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_5.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Neutral,0,0,0,2022-01-25,CCTV,0.6719
5316,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_6.jpg,<128d_vector_blob>,250x250,45-degree Left,Bright,Neutral,0,0,0,2023-10-22,Social Media,0.5755
5317,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_7.jpg,<128d_vector_blob>,250x250,Front,Low light,Angry,0,0,1,2024-11-18,Social Media,0.59
5318,CRM-IND-02172,mock_images/faces/CRM-IND-02172_face_8.jpg,<128d_vector_blob>,250x250,Front,Bright,Fearful,0,0,0,2022-01-26,Manual Upload,0.7139
5319,CRM-IND-02172,mock_images/faces/CRM-IND-02172_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-11-13,Arrest Photo,0.8387
5320,CRM-IND-02173,mock_images/faces/CRM-IND-02173_mugshot.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,1,0,0,2025-06-22,Arrest Photo,0.9796
5321,CRM-IND-02174,mock_images/faces/CRM-IND-02174_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2025-01-10,Arrest Photo,0.8299
5322,CRM-IND-02175,mock_images/faces/CRM-IND-02175_mugshot.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2024-02-10,Arrest Photo,0.7726
5323,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_1.jpg,<128d_vector_blob>,250x250,Front,Artificial,Serious,1,0,1,2023-02-08,CCTV,0.9375
5324,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_10.jpg,<128d_vector_blob>,250x250,Right Profile,Natural daylight,Neutral,0,0,0,2023-03-09,Social Media,0.8911
5325,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_11.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Angry,0,0,0,2023-02-02,CCTV,0.6997
5326,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_12.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Smiling,0,0,0,2025-11-12,Arrest Photo,0.647
5327,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_13.jpg,<128d_vector_blob>,250x250,Front,Normal,Fearful,0,1,0,2023-05-18,Surveillance,0.6565
5328,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_14.jpg,<128d_vector_blob>,250x250,Front,Low light,Smiling,1,0,0,2023-01-06,Manual Upload,0.8436
5329,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_15.jpg,<128d_vector_blob>,250x250,Overhead,Normal,Neutral,0,0,0,2023-02-24,Manual Upload,0.6878
5330,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_16.jpg,<128d_vector_blob>,250x250,Right Profile,Natural daylight,Smiling,1,0,0,2025-03-19,CCTV,0.9413
5331,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_17.jpg,<128d_vector_blob>,250x250,Front,Low light,Neutral,0,1,0,2022-11-30,Surveillance,0.7251
5332,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_18.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Neutral,0,0,0,2022-07-25,Arrest Photo,0.9493
5333,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_19.jpg,<128d_vector_blob>,250x250,Front,Low light,Serious,0,0,0,2024-09-25,Arrest Photo,0.8756
5334,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_2.jpg,<128d_vector_blob>,250x250,Front,Natural daylight,Smiling,0,0,0,2022-03-12,Surveillance,0.9366
5335,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_20.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Neutral,0,1,0,2025-07-27,Social Media,0.8882
5336,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_21.jpg,<128d_vector_blob>,250x250,Right Profile,Artificial,Neutral,0,0,0,2024-04-27,Manual Upload,0.5831
5337,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_22.jpg,<128d_vector_blob>,250x250,Front,Artificial,Serious,1,1,0,2022-03-10,Surveillance,0.5559
5338,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_23.jpg,<128d_vector_blob>,250x250,45-degree Left,Artificial,Neutral,0,0,0,2022-12-28,Manual Upload,0.6271
5339,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_24.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Angry,0,0,0,2022-08-04,Manual Upload,0.7316
5340,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_25.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Angry,1,0,0,2024-06-15,Arrest Photo,0.6261
5341,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_26.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Neutral,0,1,0,2022-12-02,Surveillance,0.8706
5342,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_27.jpg,<128d_vector_blob>,250x250,Overhead,Natural daylight,Angry,0,1,0,2023-11-02,Arrest Photo,0.6952
5343,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_28.jpg,<128d_vector_blob>,250x250,Left Profile,Normal,Angry,0,0,0,2023-06-10,Manual Upload,0.7304
5344,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_29.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Neutral,0,0,0,2022-03-31,Manual Upload,0.7354
5345,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_3.jpg,<128d_vector_blob>,250x250,Overhead,Artificial,Smiling,1,0,0,2024-04-11,Arrest Photo,0.5631
5346,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_30.jpg,<128d_vector_blob>,250x250,Left Profile,Bright,Fearful,0,0,0,2025-03-05,Arrest Photo,0.5612
5347,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_31.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Serious,1,0,1,2024-10-06,CCTV,0.7639
5348,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_32.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Neutral,0,0,0,2023-04-11,Social Media,0.7696
5349,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_33.jpg,<128d_vector_blob>,250x250,Front,Bright,Neutral,0,1,0,2024-10-04,CCTV,0.6042
5350,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_34.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Neutral,1,1,0,2024-04-25,Arrest Photo,0.9399
5351,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_35.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Fearful,0,0,1,2022-03-14,Manual Upload,0.7737
5352,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_36.jpg,<128d_vector_blob>,250x250,Front,Low light,Fearful,0,0,0,2023-12-27,Arrest Photo,0.7477
5353,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_37.jpg,<128d_vector_blob>,250x250,Right Profile,Bright,Fearful,0,0,0,2023-12-04,Surveillance,0.9094
5354,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_38.jpg,<128d_vector_blob>,250x250,45-degree Left,Bright,Fearful,0,0,0,2024-10-04,Manual Upload,0.9065
5355,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_39.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Angry,1,0,1,2022-09-29,Manual Upload,0.7174
5356,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_4.jpg,<128d_vector_blob>,250x250,Right Profile,Artificial,Angry,0,0,0,2025-02-05,Arrest Photo,0.6187
5357,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_40.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Angry,1,0,0,2022-07-21,Social Media,0.6781
5358,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_41.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Smiling,0,1,0,2025-08-23,Manual Upload,0.8201
5359,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_42.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,0,0,0,2023-12-20,Arrest Photo,0.6056
5360,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_43.jpg,<128d_vector_blob>,250x250,45-degree Right,Normal,Angry,0,0,0,2023-07-04,Arrest Photo,0.9227
5361,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_44.jpg,<128d_vector_blob>,250x250,45-degree Left,Normal,Fearful,0,1,0,2025-10-26,Arrest Photo,0.6659
5362,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_45.jpg,<128d_vector_blob>,250x250,45-degree Left,Natural daylight,Smiling,0,0,0,2024-12-12,Social Media,0.68
5363,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_46.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Angry,1,0,0,2024-01-23,Social Media,0.9394
5364,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_47.jpg,<128d_vector_blob>,250x250,45-degree Right,Artificial,Smiling,0,0,0,2022-05-06,Arrest Photo,0.5929
5365,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_48.jpg,<128d_vector_blob>,250x250,45-degree Right,Low light,Neutral,1,0,0,2024-11-01,Arrest Photo,0.9456
5366,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_49.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Serious,1,0,0,2025-04-22,Manual Upload,0.6254
5367,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_5.jpg,<128d_vector_blob>,250x250,Overhead,Artificial,Angry,0,0,0,2023-02-21,Social Media,0.9221
5368,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_50.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Serious,0,1,0,2022-06-23,Manual Upload,0.5799
5369,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_51.jpg,<128d_vector_blob>,250x250,Left Profile,Natural daylight,Smiling,1,1,0,2022-08-18,Surveillance,0.7096
5370,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_52.jpg,<128d_vector_blob>,250x250,45-degree Left,Low light,Smiling,0,1,0,2024-05-23,Manual Upload,0.8661
5371,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_53.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Fearful,0,0,0,2025-12-07,CCTV,0.7745
5372,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_54.jpg,<128d_vector_blob>,250x250,Left Profile,Bright,Angry,0,1,0,2022-07-02,Manual Upload,0.5978
5373,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_55.jpg,<128d_vector_blob>,250x250,Front,Normal,Neutral,1,0,0,2023-03-21,Social Media,0.9435
5374,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_56.jpg,<128d_vector_blob>,250x250,Right Profile,Normal,Fearful,0,0,0,2025-07-15,Manual Upload,0.916
5375,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_57.jpg,<128d_vector_blob>,250x250,Right Profile,Low light,Serious,0,0,0,2024-01-27,Manual Upload,0.6491
5376,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_58.jpg,<128d_vector_blob>,250x250,45-degree Right,Natural daylight,Neutral,1,0,0,2022-02-28,Arrest Photo,0.5867
5377,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_59.jpg,<128d_vector_blob>,250x250,Left Profile,Artificial,Serious,0,0,0,2023-10-29,Surveillance,0.6381
5378,CRM-IND-02176,mock_images/faces/CRM-IND-02176_face_6.jpg,<128d_vector_blob>,250x250,Overhead,Bright,Fearful,0,0,0,2023-03-20,CCTV,0.7029
